Model,Year,Transmission,FuelType,maker,Mpg,EngineSize
 6 Series,2017,Semi-Auto,Diesel,bmw,51.4,3.0
 6 Series,2018,Automatic,Petrol,bmw,42.8,2.0
 6 Series,2018,Semi-Auto,Diesel,bmw,49.6,3.0
 6 Series,2019,Automatic,Diesel,bmw,42.2,2.0
 6 Series,2019,Automatic,Diesel,bmw,44.1,2.0
 6 Series,2019,Automatic,Diesel,bmw,47.9,3.0
 6 Series,2019,Automatic,Petrol,bmw,29.1,3.0
 6 Series,2019,Semi-Auto,Diesel,bmw,42.2,2.0
 6 Series,2019,Semi-Auto,Diesel,bmw,44.1,2.0
 6 Series,2019,Semi-Auto,Diesel,bmw,47.9,3.0
 6 Series,2019,Semi-Auto,Diesel,bmw,53.3,3.0
 6 Series,2019,Semi-Auto,Petrol,bmw,34.5,3.0
 6 Series,2019,Semi-Auto,Petrol,bmw,42.8,2.0
 6 Series,2020,Automatic,Petrol,bmw,42.8,2.0
 6 Series,2020,Semi-Auto,Diesel,bmw,42.2,2.0
 6 Series,2020,Semi-Auto,Diesel,bmw,44.1,2.0
 6 Series,2020,Semi-Auto,Diesel,bmw,53.3,3.0
 6 Series,2020,Semi-Auto,Petrol,bmw,42.8,2.0
 7 Series,2006,Automatic,Diesel,bmw,34.4,3.0
 7 Series,2007,Automatic,Diesel,bmw,34.4,2.5
 7 Series,2008,Automatic,Diesel,bmw,35.3,3.0
 7 Series,2012,Automatic,Diesel,bmw,41.5,3.0
 7 Series,2012,Automatic,Diesel,bmw,50.4,3.0
 7 Series,2013,Automatic,Diesel,bmw,50.4,3.0
 7 Series,2014,Automatic,Diesel,bmw,50.4,3.0
 7 Series,2014,Automatic,Hybrid,bmw,41.5,3.0
 7 Series,2014,Semi-Auto,Diesel,bmw,50.4,3.0
 7 Series,2014,Semi-Auto,Petrol,bmw,32.8,4.4
 7 Series,2015,Automatic,Diesel,bmw,49.6,3.0
 7 Series,2015,Automatic,Diesel,bmw,54.3,3.0
 7 Series,2015,Automatic,Diesel,bmw,56.5,3.0
 7 Series,2016,Automatic,Diesel,bmw,53.3,3.0
 7 Series,2016,Automatic,Diesel,bmw,54.3,3.0
 7 Series,2016,Automatic,Diesel,bmw,57.6,3.0
 7 Series,2016,Automatic,Petrol,bmw,35.3,4.4
 7 Series,2016,Semi-Auto,Diesel,bmw,52.3,3.0
 7 Series,2016,Semi-Auto,Diesel,bmw,54.3,3.0
 7 Series,2016,Semi-Auto,Petrol,bmw,35.3,4.4
 7 Series,2016,Semi-Auto,Petrol,bmw,40.4,3.0
 7 Series,2016,Semi-Auto,Petrol,bmw,41.5,3.0
 7 Series,2017,Automatic,Diesel,bmw,53.3,3.0
 7 Series,2017,Automatic,Diesel,bmw,54.3,3.0
 7 Series,2017,Automatic,Diesel,bmw,57.6,3.0
 7 Series,2017,Automatic,Diesel,bmw,60.1,3.0
 7 Series,2017,Automatic,Petrol,bmw,22.1,6.6
 7 Series,2017,Semi-Auto,Diesel,bmw,53.3,3.0
 7 Series,2017,Semi-Auto,Diesel,bmw,54.3,3.0
 7 Series,2017,Semi-Auto,Diesel,bmw,56.5,3.0
 7 Series,2017,Semi-Auto,Diesel,bmw,57.6,3.0
 7 Series,2017,Semi-Auto,Hybrid,bmw,128.4,2.0
 7 Series,2017,Semi-Auto,Petrol,bmw,35.3,4.4
 7 Series,2017,Semi-Auto,Petrol,bmw,40.4,3.0
 7 Series,2018,Semi-Auto,Diesel,bmw,52.3,3.0
 7 Series,2018,Semi-Auto,Diesel,bmw,54.3,3.0
 7 Series,2018,Semi-Auto,Petrol,bmw,35.3,4.4
 7 Series,2018,Semi-Auto,Petrol,bmw,41.5,3.0
 7 Series,2019,Automatic,Diesel,bmw,41.5,3.0
 7 Series,2019,Automatic,Diesel,bmw,44.1,3.0
 7 Series,2019,Automatic,Diesel,bmw,44.8,3.0
 7 Series,2019,Automatic,Hybrid,bmw,113.0,2.0
 7 Series,2019,Automatic,Petrol,bmw,34.5,3.0
 7 Series,2019,Semi-Auto,Diesel,bmw,41.5,3.0
 7 Series,2019,Semi-Auto,Diesel,bmw,42.2,3.0
 7 Series,2019,Semi-Auto,Diesel,bmw,44.1,3.0
 7 Series,2019,Semi-Auto,Diesel,bmw,44.8,3.0
 7 Series,2019,Semi-Auto,Diesel,bmw,54.3,3.0
 7 Series,2019,Semi-Auto,Diesel,bmw,58.9,3.0
 7 Series,2019,Semi-Auto,Petrol,bmw,33.6,3.0
 7 Series,2019,Semi-Auto,Petrol,bmw,34.5,3.0
 7 Series,2020,Semi-Auto,Diesel,bmw,41.5,3.0
 7 Series,2020,Semi-Auto,Diesel,bmw,42.2,3.0
 8 Series,2018,Semi-Auto,Petrol,bmw,26.9,4.4
 8 Series,2019,Automatic,Diesel,bmw,39.8,3.0
 8 Series,2019,Automatic,Diesel,bmw,40.4,3.0
 8 Series,2019,Automatic,Petrol,bmw,26.7,3.0
 8 Series,2019,Automatic,Petrol,bmw,26.9,4.4
 8 Series,2019,Automatic,Petrol,bmw,33.2,3.0
 8 Series,2019,Automatic,Petrol,bmw,33.6,3.0
 8 Series,2019,Semi-Auto,Diesel,bmw,38.2,3.0
 8 Series,2019,Semi-Auto,Diesel,bmw,39.8,3.0
 8 Series,2019,Semi-Auto,Diesel,bmw,40.4,3.0
 8 Series,2019,Semi-Auto,Petrol,bmw,24.4,4.4
 8 Series,2019,Semi-Auto,Petrol,bmw,26.7,4.4
 8 Series,2019,Semi-Auto,Petrol,bmw,31.7,3.0
 8 Series,2019,Semi-Auto,Petrol,bmw,33.2,3.0
 8 Series,2019,Semi-Auto,Petrol,bmw,33.6,3.0
 8 Series,2020,Semi-Auto,Diesel,bmw,26.7,3.0
 8 Series,2020,Semi-Auto,Diesel,bmw,40.4,3.0
 8 Series,2020,Semi-Auto,Petrol,bmw,31.7,3.0
 8 Series,2020,Semi-Auto,Petrol,bmw,33.2,3.0
 8 Series,2020,Semi-Auto,Petrol,bmw,33.6,3.0
 A Class,2003,Manual,Petrol,merc,40.0,1.4
 A Class,2006,Automatic,Diesel,merc,52.3,2.0
 A Class,2007,Automatic,Diesel,merc,49.6,2.0
 A Class,2007,Automatic,Petrol,merc,42.8,1.5
 A Class,2007,Manual,Diesel,merc,57.6,2.0
 A Class,2007,Manual,Petrol,merc,45.6,1.5
 A Class,2010,Manual,Diesel,merc,54.3,2.0
 A Class,2011,Automatic,Diesel,merc,52.3,2.0
 A Class,2011,Automatic,Petrol,merc,41.5,1.5
 A Class,2011,Automatic,Petrol,merc,42.8,1.7
 A Class,2011,Manual,Diesel,merc,54.3,2.0
 A Class,2012,Automatic,Diesel,merc,64.2,2.1
 A Class,2012,Manual,Diesel,merc,74.3,1.5
 A Class,2013,Automatic,Diesel,merc,64.2,2.1
 A Class,2013,Automatic,Diesel,merc,65.7,1.8
 A Class,2013,Automatic,Petrol,merc,44.1,2.0
 A Class,2013,Automatic,Petrol,merc,50.4,1.6
 A Class,2013,Automatic,Petrol,merc,52.3,1.6
 A Class,2013,Manual,Diesel,merc,61.4,1.8
 A Class,2013,Manual,Diesel,merc,62.8,1.8
 A Class,2013,Manual,Diesel,merc,70.6,1.5
 A Class,2013,Manual,Diesel,merc,72.4,1.5
 A Class,2013,Manual,Diesel,merc,74.3,1.5
 A Class,2013,Manual,Petrol,merc,48.7,1.6
 A Class,2013,Manual,Petrol,merc,49.6,1.6
 A Class,2013,Manual,Petrol,merc,51.4,1.6
 A Class,2013,Semi-Auto,Diesel,merc,64.2,2.1
 A Class,2013,Semi-Auto,Diesel,merc,65.7,1.8
 A Class,2013,Semi-Auto,Diesel,merc,68.9,1.8
 A Class,2013,Semi-Auto,Petrol,merc,40.9,2.0
 A Class,2013,Semi-Auto,Petrol,merc,44.1,2.0
 A Class,2013,Semi-Auto,Petrol,merc,45.6,2.0
 A Class,2013,Semi-Auto,Petrol,merc,49.6,1.6
 A Class,2013,Semi-Auto,Petrol,merc,50.4,1.6
 A Class,2013,Semi-Auto,Petrol,merc,52.3,1.6
 A Class,2014,Automatic,Diesel,merc,64.2,2.1
 A Class,2014,Automatic,Diesel,merc,65.7,1.5
 A Class,2014,Automatic,Diesel,merc,68.9,2.1
 A Class,2014,Automatic,Diesel,merc,70.6,1.5
 A Class,2014,Automatic,Petrol,merc,40.9,2.0
 A Class,2014,Automatic,Petrol,merc,42.8,2.0
 A Class,2014,Automatic,Petrol,merc,44.1,2.0
 A Class,2014,Automatic,Petrol,merc,45.6,2.0
 A Class,2014,Automatic,Petrol,merc,50.4,1.6
 A Class,2014,Automatic,Petrol,merc,52.3,1.6
 A Class,2014,Manual,Diesel,merc,61.4,1.8
 A Class,2014,Manual,Diesel,merc,62.8,2.1
 A Class,2014,Manual,Diesel,merc,64.2,2.1
 A Class,2014,Manual,Diesel,merc,70.6,1.5
 A Class,2014,Manual,Diesel,merc,72.4,1.5
 A Class,2014,Manual,Diesel,merc,78.5,1.5
 A Class,2014,Manual,Petrol,merc,48.7,1.6
 A Class,2014,Manual,Petrol,merc,49.6,1.6
 A Class,2014,Manual,Petrol,merc,50.4,1.6
 A Class,2014,Manual,Petrol,merc,51.4,1.6
 A Class,2014,Semi-Auto,Diesel,merc,64.2,2.1
 A Class,2014,Semi-Auto,Diesel,merc,65.7,1.8
 A Class,2014,Semi-Auto,Diesel,merc,68.9,2.1
 A Class,2014,Semi-Auto,Diesel,merc,70.6,1.5
 A Class,2014,Semi-Auto,Petrol,merc,40.9,2.0
 A Class,2014,Semi-Auto,Petrol,merc,45.6,2.0
 A Class,2014,Semi-Auto,Petrol,merc,49.6,1.6
 A Class,2014,Semi-Auto,Petrol,merc,50.4,1.6
 A Class,2014,Semi-Auto,Petrol,merc,52.3,1.6
 A Class,2015,Automatic,Diesel,merc,50.4,1.5
 A Class,2015,Automatic,Diesel,merc,64.2,2.1
 A Class,2015,Automatic,Diesel,merc,65.7,1.5
 A Class,2015,Automatic,Diesel,merc,67.3,2.1
 A Class,2015,Automatic,Diesel,merc,68.9,2.1
 A Class,2015,Automatic,Diesel,merc,70.6,2.1
 A Class,2015,Automatic,Diesel,merc,74.3,1.5
 A Class,2015,Automatic,Petrol,merc,30.1,4.0
 A Class,2015,Automatic,Petrol,merc,40.9,2.0
 A Class,2015,Automatic,Petrol,merc,42.8,2.0
 A Class,2015,Automatic,Petrol,merc,45.6,2.0
 A Class,2015,Automatic,Petrol,merc,50.4,1.6
 A Class,2015,Automatic,Petrol,merc,52.3,1.6
 A Class,2015,Automatic,Petrol,merc,53.3,1.6
 A Class,2015,Manual,Diesel,merc,62.8,2.1
 A Class,2015,Manual,Diesel,merc,64.2,2.1
 A Class,2015,Manual,Diesel,merc,65.7,2.1
 A Class,2015,Manual,Diesel,merc,68.9,2.1
 A Class,2015,Manual,Diesel,merc,70.6,1.5
 A Class,2015,Manual,Diesel,merc,72.4,1.5
 A Class,2015,Manual,Diesel,merc,74.3,1.5
 A Class,2015,Manual,Diesel,merc,80.7,1.5
 A Class,2015,Manual,Petrol,merc,41.5,2.0
 A Class,2015,Manual,Petrol,merc,48.7,1.6
 A Class,2015,Manual,Petrol,merc,49.6,1.6
 A Class,2015,Manual,Petrol,merc,51.4,1.6
 A Class,2015,Semi-Auto,Diesel,merc,58.9,2.1
 A Class,2015,Semi-Auto,Diesel,merc,64.2,2.1
 A Class,2015,Semi-Auto,Diesel,merc,65.7,1.5
 A Class,2015,Semi-Auto,Diesel,merc,68.9,2.1
 A Class,2015,Semi-Auto,Diesel,merc,70.6,1.5
 A Class,2015,Semi-Auto,Diesel,merc,74.3,1.5
 A Class,2015,Semi-Auto,Petrol,merc,40.9,2.0
 A Class,2015,Semi-Auto,Petrol,merc,42.8,2.0
 A Class,2015,Semi-Auto,Petrol,merc,45.6,2.0
 A Class,2016,Automatic,Diesel,merc,58.9,2.1
 A Class,2016,Automatic,Diesel,merc,67.3,2.1
 A Class,2016,Automatic,Diesel,merc,68.9,2.1
 A Class,2016,Automatic,Diesel,merc,70.6,2.1
 A Class,2016,Automatic,Diesel,merc,74.3,1.5
 A Class,2016,Automatic,Diesel,merc,76.4,1.5
 A Class,2016,Automatic,Petrol,merc,30.1,4.0
 A Class,2016,Automatic,Petrol,merc,40.9,2.0
 A Class,2016,Automatic,Petrol,merc,42.8,2.0
 A Class,2016,Automatic,Petrol,merc,45.6,2.0
 A Class,2016,Automatic,Petrol,merc,52.3,1.6
 A Class,2016,Automatic,Petrol,merc,53.3,1.6
 A Class,2016,Automatic,Petrol,merc,55.4,1.6
 A Class,2016,Manual,Diesel,merc,62.8,2.1
 A Class,2016,Manual,Diesel,merc,64.2,2.1
 A Class,2016,Manual,Diesel,merc,65.7,2.1
 A Class,2016,Manual,Diesel,merc,68.9,1.5
 A Class,2016,Manual,Diesel,merc,72.4,1.5
 A Class,2016,Manual,Diesel,merc,80.7,1.5
 A Class,2016,Manual,Petrol,merc,41.5,2.0
 A Class,2016,Manual,Petrol,merc,49.6,1.6
 A Class,2016,Manual,Petrol,merc,50.4,1.6
 A Class,2016,Manual,Petrol,merc,51.4,1.6
 A Class,2016,Manual,Petrol,merc,52.3,1.6
 A Class,2016,Semi-Auto,Diesel,merc,58.9,2.1
 A Class,2016,Semi-Auto,Diesel,merc,67.3,2.1
 A Class,2016,Semi-Auto,Diesel,merc,68.9,2.1
 A Class,2016,Semi-Auto,Diesel,merc,70.6,2.1
 A Class,2016,Semi-Auto,Diesel,merc,74.3,1.5
 A Class,2016,Semi-Auto,Diesel,merc,76.4,1.5
 A Class,2016,Semi-Auto,Petrol,merc,30.1,4.0
 A Class,2016,Semi-Auto,Petrol,merc,40.9,2.0
 A Class,2016,Semi-Auto,Petrol,merc,42.8,2.0
 A Class,2016,Semi-Auto,Petrol,merc,45.6,2.0
 A Class,2016,Semi-Auto,Petrol,merc,49.6,1.6
 A Class,2016,Semi-Auto,Petrol,merc,52.3,1.6
 A Class,2016,Semi-Auto,Petrol,merc,53.3,1.6
 A Class,2016,Semi-Auto,Petrol,merc,55.4,1.6
 A Class,2017,Automatic,Diesel,merc,67.3,2.1
 A Class,2017,Automatic,Diesel,merc,68.9,2.1
 A Class,2017,Automatic,Diesel,merc,70.6,2.1
 A Class,2017,Automatic,Diesel,merc,74.3,1.5
 A Class,2017,Automatic,Diesel,merc,76.4,1.5
 A Class,2017,Automatic,Petrol,merc,24.8,4.0
 A Class,2017,Automatic,Petrol,merc,40.9,2.0
 A Class,2017,Automatic,Petrol,merc,45.6,2.0
 A Class,2017,Automatic,Petrol,merc,52.3,1.6
 A Class,2017,Automatic,Petrol,merc,53.3,1.6
 A Class,2017,Automatic,Petrol,merc,55.4,1.6
 A Class,2017,Manual,Diesel,merc,62.8,2.1
 A Class,2017,Manual,Diesel,merc,65.7,2.1
 A Class,2017,Manual,Diesel,merc,68.9,1.5
 A Class,2017,Manual,Diesel,merc,72.4,1.5
 A Class,2017,Manual,Diesel,merc,80.7,1.5
 A Class,2017,Manual,Petrol,merc,41.5,2.0
 A Class,2017,Manual,Petrol,merc,49.6,1.6
 A Class,2017,Manual,Petrol,merc,50.4,1.6
 A Class,2017,Manual,Petrol,merc,51.4,1.6
 A Class,2017,Manual,Petrol,merc,52.3,1.6
 A Class,2017,Semi-Auto,Diesel,merc,67.3,2.1
 A Class,2017,Semi-Auto,Diesel,merc,68.9,2.1
 A Class,2017,Semi-Auto,Diesel,merc,70.6,2.1
 A Class,2017,Semi-Auto,Diesel,merc,74.3,1.5
 A Class,2017,Semi-Auto,Diesel,merc,76.4,1.5
 A Class,2017,Semi-Auto,Petrol,merc,30.1,4.0
 A Class,2017,Semi-Auto,Petrol,merc,30.4,4.0
 A Class,2017,Semi-Auto,Petrol,merc,40.9,2.0
 A Class,2017,Semi-Auto,Petrol,merc,45.6,2.0
 A Class,2017,Semi-Auto,Petrol,merc,52.3,1.6
 A Class,2017,Semi-Auto,Petrol,merc,53.3,1.6
 A Class,2017,Semi-Auto,Petrol,merc,55.4,1.6
 A Class,2018,Automatic,Diesel,merc,65.7,1.5
 A Class,2018,Automatic,Diesel,merc,67.3,1.5
 A Class,2018,Automatic,Diesel,merc,68.9,1.5
 A Class,2018,Automatic,Diesel,merc,70.6,2.1
 A Class,2018,Automatic,Diesel,merc,74.3,1.5
 A Class,2018,Automatic,Petrol,merc,24.8,4.0
 A Class,2018,Automatic,Petrol,merc,28.5,1.3
 A Class,2018,Automatic,Petrol,merc,30.1,4.0
 A Class,2018,Automatic,Petrol,merc,30.4,4.0
 A Class,2018,Automatic,Petrol,merc,40.9,2.0
 A Class,2018,Automatic,Petrol,merc,49.6,1.6
 A Class,2018,Automatic,Petrol,merc,52.3,1.6
 A Class,2018,Automatic,Petrol,merc,53.3,1.3
 A Class,2018,Manual,Diesel,merc,62.8,2.1
 A Class,2018,Manual,Diesel,merc,65.7,2.1
 A Class,2018,Manual,Diesel,merc,68.9,1.5
 A Class,2018,Manual,Diesel,merc,72.4,1.5
 A Class,2018,Manual,Petrol,merc,49.6,1.6
 A Class,2018,Manual,Petrol,merc,50.4,1.6
 A Class,2018,Manual,Petrol,merc,51.4,1.6
 A Class,2018,Semi-Auto,Diesel,merc,65.7,1.5
 A Class,2018,Semi-Auto,Diesel,merc,67.3,1.5
 A Class,2018,Semi-Auto,Diesel,merc,68.9,1.5
 A Class,2018,Semi-Auto,Diesel,merc,70.6,2.1
 A Class,2018,Semi-Auto,Diesel,merc,74.3,1.5
 A Class,2018,Semi-Auto,Petrol,merc,24.8,4.0
 A Class,2018,Semi-Auto,Petrol,merc,28.5,1.3
 A Class,2018,Semi-Auto,Petrol,merc,30.1,4.0
 A Class,2018,Semi-Auto,Petrol,merc,40.9,2.0
 A Class,2018,Semi-Auto,Petrol,merc,42.8,2.0
 A Class,2018,Semi-Auto,Petrol,merc,45.6,2.0
 A Class,2018,Semi-Auto,Petrol,merc,49.6,1.6
 A Class,2018,Semi-Auto,Petrol,merc,52.3,1.6
 A Class,2018,Semi-Auto,Petrol,merc,53.3,1.3
 A Class,2019,Automatic,Diesel,merc,56.5,2.0
 A Class,2019,Automatic,Diesel,merc,62.8,1.5
 A Class,2019,Automatic,Diesel,merc,65.7,1.5
 A Class,2019,Automatic,Diesel,merc,67.3,1.5
 A Class,2019,Automatic,Diesel,merc,68.9,1.5
 A Class,2019,Automatic,Petrol,merc,22.6,4.0
 A Class,2019,Automatic,Petrol,merc,24.6,4.0
 A Class,2019,Automatic,Petrol,merc,24.8,4.0
 A Class,2019,Automatic,Petrol,merc,28.5,1.3
 A Class,2019,Automatic,Petrol,merc,30.1,4.0
 A Class,2019,Automatic,Petrol,merc,35.3,2.0
 A Class,2019,Automatic,Petrol,merc,35.8,2.0
 A Class,2019,Automatic,Petrol,merc,36.7,2.0
 A Class,2019,Automatic,Petrol,merc,40.9,2.0
 A Class,2019,Automatic,Petrol,merc,47.9,1.3
 A Class,2019,Automatic,Petrol,merc,53.3,1.3
 A Class,2019,Manual,Diesel,merc,68.9,1.5
 A Class,2019,Manual,Petrol,merc,28.5,1.3
 A Class,2019,Manual,Petrol,merc,44.1,1.3
 A Class,2019,Manual,Petrol,merc,44.8,1.3
 A Class,2019,Manual,Petrol,merc,45.6,1.3
 A Class,2019,Manual,Petrol,merc,47.1,1.3
 A Class,2019,Manual,Petrol,merc,53.3,1.3
 A Class,2019,Semi-Auto,Diesel,merc,56.5,2.0
 A Class,2019,Semi-Auto,Diesel,merc,62.8,1.5
 A Class,2019,Semi-Auto,Diesel,merc,65.7,1.5
 A Class,2019,Semi-Auto,Diesel,merc,67.3,1.5
 A Class,2019,Semi-Auto,Diesel,merc,68.9,1.5
 A Class,2019,Semi-Auto,Petrol,merc,22.1,4.0
 A Class,2019,Semi-Auto,Petrol,merc,22.6,4.0
 A Class,2019,Semi-Auto,Petrol,merc,24.8,4.0
 A Class,2019,Semi-Auto,Petrol,merc,28.5,1.3
 A Class,2019,Semi-Auto,Petrol,merc,30.1,4.0
 A Class,2019,Semi-Auto,Petrol,merc,35.3,2.0
 A Class,2019,Semi-Auto,Petrol,merc,35.8,2.0
 A Class,2019,Semi-Auto,Petrol,merc,36.7,2.0
 A Class,2019,Semi-Auto,Petrol,merc,45.6,2.0
 A Class,2019,Semi-Auto,Petrol,merc,47.1,1.3
 A Class,2019,Semi-Auto,Petrol,merc,47.9,1.3
 A Class,2019,Semi-Auto,Petrol,merc,53.3,1.3
 A Class,2020,Automatic,Diesel,merc,47.9,1.5
 A Class,2020,Automatic,Diesel,merc,56.5,2.0
 A Class,2020,Automatic,Diesel,merc,62.8,1.5
 A Class,2020,Automatic,Diesel,merc,65.7,1.5
 A Class,2020,Automatic,Diesel,merc,67.3,1.5
 A Class,2020,Automatic,Hybrid,merc,1.1,1.3
 A Class,2020,Automatic,Petrol,merc,28.5,1.3
 A Class,2020,Automatic,Petrol,merc,32.8,2.0
 A Class,2020,Automatic,Petrol,merc,35.3,2.0
 A Class,2020,Automatic,Petrol,merc,35.8,2.0
 A Class,2020,Automatic,Petrol,merc,36.7,2.0
 A Class,2020,Automatic,Petrol,merc,47.9,1.3
 A Class,2020,Automatic,Petrol,merc,53.3,1.3
 A Class,2020,Manual,Petrol,merc,28.5,1.3
 A Class,2020,Manual,Petrol,merc,44.1,1.3
 A Class,2020,Manual,Petrol,merc,44.8,1.3
 A Class,2020,Manual,Petrol,merc,45.6,1.3
 A Class,2020,Manual,Petrol,merc,47.1,1.3
 A Class,2020,Semi-Auto,Diesel,merc,56.5,2.0
 A Class,2020,Semi-Auto,Diesel,merc,62.8,1.5
 A Class,2020,Semi-Auto,Diesel,merc,65.7,1.5
 A Class,2020,Semi-Auto,Diesel,merc,67.3,1.5
 A Class,2020,Semi-Auto,Hybrid,merc,1.1,1.3
 A Class,2020,Semi-Auto,Petrol,merc,22.1,4.0
 A Class,2020,Semi-Auto,Petrol,merc,28.5,1.3
 A Class,2020,Semi-Auto,Petrol,merc,32.8,2.0
 A Class,2020,Semi-Auto,Petrol,merc,35.3,2.0
 A Class,2020,Semi-Auto,Petrol,merc,35.8,2.0
 A Class,2020,Semi-Auto,Petrol,merc,36.7,2.0
 A Class,2020,Semi-Auto,Petrol,merc,40.9,2.0
 A Class,2020,Semi-Auto,Petrol,merc,45.6,2.0
 A Class,2020,Semi-Auto,Petrol,merc,47.9,1.3
 A Class,2020,Semi-Auto,Petrol,merc,53.3,1.3
 A1,2010,Automatic,Petrol,audi,53.3,1.4
 A1,2011,Manual,Diesel,audi,70.6,1.6
 A1,2011,Manual,Petrol,audi,53.3,1.4
 A1,2012,Automatic,Petrol,audi,47.9,1.4
 A1,2012,Automatic,Petrol,audi,53.3,1.4
 A1,2012,Manual,Diesel,audi,68.9,2.0
 A1,2012,Manual,Diesel,audi,74.3,1.6
 A1,2012,Manual,Petrol,audi,52.3,1.4
 A1,2012,Manual,Petrol,audi,53.3,1.4
 A1,2012,Manual,Petrol,audi,55.4,1.2
 A1,2012,Semi-Auto,Petrol,audi,53.3,1.4
 A1,2013,Automatic,Petrol,audi,47.9,1.4
 A1,2013,Automatic,Petrol,audi,53.3,1.4
 A1,2013,Automatic,Petrol,audi,54.3,1.4
 A1,2013,Automatic,Petrol,audi,60.1,1.4
 A1,2013,Manual,Diesel,audi,68.9,2.0
 A1,2013,Manual,Diesel,audi,74.3,1.6
 A1,2013,Manual,Petrol,audi,52.3,1.4
 A1,2013,Manual,Petrol,audi,53.3,1.4
 A1,2013,Manual,Petrol,audi,55.4,1.2
 A1,2013,Semi-Auto,Petrol,audi,47.9,1.4
 A1,2013,Semi-Auto,Petrol,audi,53.3,1.4
 A1,2014,Automatic,Petrol,audi,54.3,1.4
 A1,2014,Manual,Diesel,audi,68.9,2.0
 A1,2014,Manual,Diesel,audi,74.3,1.6
 A1,2014,Manual,Petrol,audi,39.8,2.0
 A1,2014,Manual,Petrol,audi,40.4,2.0
 A1,2014,Manual,Petrol,audi,52.3,1.4
 A1,2014,Manual,Petrol,audi,53.3,1.4
 A1,2014,Manual,Petrol,audi,55.4,1.2
 A1,2014,Manual,Petrol,audi,57.6,1.4
 A1,2014,Manual,Petrol,audi,60.1,1.4
 A1,2014,Semi-Auto,Petrol,audi,47.9,1.4
 A1,2014,Semi-Auto,Petrol,audi,53.3,1.4
 A1,2014,Semi-Auto,Petrol,audi,57.6,1.4
 A1,2014,Semi-Auto,Petrol,audi,60.1,1.4
 A1,2015,Automatic,Diesel,audi,76.3,1.6
 A1,2015,Automatic,Petrol,audi,56.5,1.4
 A1,2015,Automatic,Petrol,audi,57.6,1.4
 A1,2015,Automatic,Petrol,audi,58.9,1.4
 A1,2015,Automatic,Petrol,audi,60.1,1.4
 A1,2015,Manual,Diesel,audi,74.3,1.6
 A1,2015,Manual,Diesel,audi,80.7,1.6
 A1,2015,Manual,Petrol,audi,39.8,2.0
 A1,2015,Manual,Petrol,audi,40.4,2.0
 A1,2015,Manual,Petrol,audi,52.3,1.4
 A1,2015,Manual,Petrol,audi,55.4,1.4
 A1,2015,Manual,Petrol,audi,56.5,1.4
 A1,2015,Manual,Petrol,audi,57.6,1.4
 A1,2015,Manual,Petrol,audi,58.9,1.4
 A1,2015,Manual,Petrol,audi,60.1,1.4
 A1,2015,Manual,Petrol,audi,67.3,1.0
 A1,2015,Semi-Auto,Diesel,audi,76.3,1.6
 A1,2015,Semi-Auto,Petrol,audi,56.5,1.4
 A1,2015,Semi-Auto,Petrol,audi,57.6,1.4
 A1,2015,Semi-Auto,Petrol,audi,58.9,1.4
 A1,2015,Semi-Auto,Petrol,audi,60.1,1.4
 A1,2016,Automatic,Diesel,audi,72.4,1.6
 A1,2016,Automatic,Diesel,audi,74.3,1.6
 A1,2016,Automatic,Diesel,audi,76.3,1.6
 A1,2016,Automatic,Petrol,audi,56.5,1.4
 A1,2016,Automatic,Petrol,audi,57.6,1.4
 A1,2016,Automatic,Petrol,audi,58.9,1.4
 A1,2016,Automatic,Petrol,audi,64.2,1.0
 A1,2016,Automatic,Petrol,audi,70.6,1.4
 A1,2016,Manual,Diesel,audi,72.4,1.6
 A1,2016,Manual,Diesel,audi,76.3,1.6
 A1,2016,Manual,Diesel,audi,80.7,1.6
 A1,2016,Manual,Petrol,audi,39.8,2.0
 A1,2016,Manual,Petrol,audi,40.4,2.0
 A1,2016,Manual,Petrol,audi,55.4,1.4
 A1,2016,Manual,Petrol,audi,56.5,1.4
 A1,2016,Manual,Petrol,audi,57.6,1.4
 A1,2016,Manual,Petrol,audi,58.9,1.4
 A1,2016,Manual,Petrol,audi,67.3,1.0
 A1,2016,Manual,Petrol,audi,70.6,1.4
 A1,2016,Semi-Auto,Diesel,audi,70.6,1.6
 A1,2016,Semi-Auto,Diesel,audi,76.3,1.6
 A1,2016,Semi-Auto,Petrol,audi,56.5,1.4
 A1,2016,Semi-Auto,Petrol,audi,57.6,1.4
 A1,2016,Semi-Auto,Petrol,audi,58.9,1.4
 A1,2016,Semi-Auto,Petrol,audi,64.2,1.0
 A1,2016,Semi-Auto,Petrol,audi,70.6,1.4
 A1,2017,Automatic,Petrol,audi,56.5,1.4
 A1,2017,Automatic,Petrol,audi,58.9,1.4
 A1,2017,Automatic,Petrol,audi,64.2,1.0
 A1,2017,Automatic,Petrol,audi,70.6,1.4
 A1,2017,Manual,Diesel,audi,72.4,1.6
 A1,2017,Manual,Diesel,audi,76.3,1.6
 A1,2017,Manual,Diesel,audi,80.7,1.6
 A1,2017,Manual,Petrol,audi,39.2,2.0
 A1,2017,Manual,Petrol,audi,39.8,2.0
 A1,2017,Manual,Petrol,audi,40.4,2.0
 A1,2017,Manual,Petrol,audi,55.4,1.4
 A1,2017,Manual,Petrol,audi,56.5,1.4
 A1,2017,Manual,Petrol,audi,57.6,1.4
 A1,2017,Manual,Petrol,audi,58.9,1.4
