Model,Year,Transmission,FuelType,maker,Mpg,EngineSize
 4 Series,2015,Manual,Petrol,bmw,34.9,3.0
 4 Series,2015,Manual,Petrol,bmw,39.8,2.0
 4 Series,2015,Manual,Petrol,bmw,40.4,2.0
 4 Series,2015,Manual,Petrol,bmw,42.2,2.0
 4 Series,2015,Manual,Petrol,bmw,42.8,2.0
 4 Series,2015,Manual,Petrol,bmw,44.8,2.0
 4 Series,2015,Manual,Petrol,bmw,46.3,2.0
 4 Series,2015,Semi-Auto,Diesel,bmw,49.6,3.0
 4 Series,2015,Semi-Auto,Diesel,bmw,50.4,3.0
 4 Series,2015,Semi-Auto,Diesel,bmw,51.4,3.0
 4 Series,2015,Semi-Auto,Diesel,bmw,53.3,3.0
 4 Series,2015,Semi-Auto,Diesel,bmw,55.4,3.0
 4 Series,2015,Semi-Auto,Diesel,bmw,56.5,3.0
 4 Series,2015,Semi-Auto,Diesel,bmw,57.6,2.0
 4 Series,2015,Semi-Auto,Diesel,bmw,58.9,2.0
 4 Series,2015,Semi-Auto,Diesel,bmw,60.1,2.0
 4 Series,2015,Semi-Auto,Diesel,bmw,65.7,2.0
 4 Series,2015,Semi-Auto,Petrol,bmw,39.2,3.0
 4 Series,2015,Semi-Auto,Petrol,bmw,42.8,2.0
 4 Series,2015,Semi-Auto,Petrol,bmw,44.1,2.0
 4 Series,2016,Automatic,Diesel,bmw,49.6,3.0
 4 Series,2016,Automatic,Diesel,bmw,50.4,3.0
 4 Series,2016,Automatic,Diesel,bmw,51.4,3.0
 4 Series,2016,Automatic,Diesel,bmw,52.3,3.0
 4 Series,2016,Automatic,Diesel,bmw,53.3,3.0
 4 Series,2016,Automatic,Diesel,bmw,54.3,2.0
 4 Series,2016,Automatic,Diesel,bmw,55.4,3.0
 4 Series,2016,Automatic,Diesel,bmw,58.9,2.0
 4 Series,2016,Automatic,Diesel,bmw,60.1,2.0
 4 Series,2016,Automatic,Diesel,bmw,62.8,2.0
 4 Series,2016,Automatic,Diesel,bmw,65.7,2.0
 4 Series,2016,Automatic,Diesel,bmw,70.6,2.0
 4 Series,2016,Automatic,Petrol,bmw,34.0,3.0
 4 Series,2016,Automatic,Petrol,bmw,37.2,3.0
 4 Series,2016,Automatic,Petrol,bmw,41.5,3.0
 4 Series,2016,Automatic,Petrol,bmw,44.1,2.0
 4 Series,2016,Automatic,Petrol,bmw,45.6,2.0
 4 Series,2016,Automatic,Petrol,bmw,48.7,2.0
 4 Series,2016,Manual,Diesel,bmw,55.4,2.0
 4 Series,2016,Manual,Diesel,bmw,57.6,2.0
 4 Series,2016,Manual,Diesel,bmw,62.8,2.0
 4 Series,2016,Manual,Diesel,bmw,65.7,2.0
 4 Series,2016,Manual,Diesel,bmw,67.3,2.0
 4 Series,2016,Manual,Petrol,bmw,42.8,2.0
 4 Series,2016,Manual,Petrol,bmw,43.5,2.0
 4 Series,2016,Manual,Petrol,bmw,44.8,2.0
 4 Series,2016,Manual,Petrol,bmw,46.3,2.0
 4 Series,2016,Semi-Auto,Diesel,bmw,47.9,3.0
 4 Series,2016,Semi-Auto,Diesel,bmw,49.6,3.0
 4 Series,2016,Semi-Auto,Diesel,bmw,50.4,3.0
 4 Series,2016,Semi-Auto,Diesel,bmw,51.4,3.0
 4 Series,2016,Semi-Auto,Diesel,bmw,52.3,3.0
 4 Series,2016,Semi-Auto,Diesel,bmw,53.3,3.0
 4 Series,2016,Semi-Auto,Diesel,bmw,55.4,3.0
 4 Series,2016,Semi-Auto,Diesel,bmw,58.9,2.0
 4 Series,2016,Semi-Auto,Diesel,bmw,60.1,2.0
 4 Series,2016,Semi-Auto,Diesel,bmw,65.7,2.0
 4 Series,2016,Semi-Auto,Petrol,bmw,34.0,3.0
 4 Series,2016,Semi-Auto,Petrol,bmw,38.2,3.0
 4 Series,2016,Semi-Auto,Petrol,bmw,39.2,3.0
 4 Series,2016,Semi-Auto,Petrol,bmw,41.5,3.0
 4 Series,2016,Semi-Auto,Petrol,bmw,42.8,2.0
 4 Series,2016,Semi-Auto,Petrol,bmw,44.1,2.0
 4 Series,2016,Semi-Auto,Petrol,bmw,44.8,2.0
 4 Series,2016,Semi-Auto,Petrol,bmw,45.6,2.0
 4 Series,2016,Semi-Auto,Petrol,bmw,46.3,2.0
 4 Series,2016,Semi-Auto,Petrol,bmw,48.7,2.0
 4 Series,2017,Automatic,Diesel,bmw,49.6,3.0
 4 Series,2017,Automatic,Diesel,bmw,50.4,3.0
 4 Series,2017,Automatic,Diesel,bmw,51.4,3.0
 4 Series,2017,Automatic,Diesel,bmw,53.3,3.0
 4 Series,2017,Automatic,Diesel,bmw,55.4,3.0
 4 Series,2017,Automatic,Diesel,bmw,58.9,2.0
 4 Series,2017,Automatic,Diesel,bmw,60.1,2.0
 4 Series,2017,Automatic,Diesel,bmw,64.2,2.0
 4 Series,2017,Automatic,Diesel,bmw,65.7,2.0
 4 Series,2017,Automatic,Diesel,bmw,70.6,2.0
 4 Series,2017,Automatic,Petrol,bmw,41.5,3.0
 4 Series,2017,Automatic,Petrol,bmw,44.8,2.0
 4 Series,2017,Automatic,Petrol,bmw,45.6,2.0
 4 Series,2017,Automatic,Petrol,bmw,48.7,2.0
 4 Series,2017,Manual,Diesel,bmw,60.1,2.0
 4 Series,2017,Manual,Diesel,bmw,62.8,2.0
 4 Series,2017,Manual,Diesel,bmw,67.3,2.0
 4 Series,2017,Manual,Petrol,bmw,40.9,2.0
 4 Series,2017,Manual,Petrol,bmw,43.5,2.0
 4 Series,2017,Manual,Petrol,bmw,46.3,2.0
 4 Series,2017,Semi-Auto,Diesel,bmw,49.6,3.0
 4 Series,2017,Semi-Auto,Diesel,bmw,50.4,3.0
 4 Series,2017,Semi-Auto,Diesel,bmw,52.3,3.0
 4 Series,2017,Semi-Auto,Diesel,bmw,55.4,3.0
 4 Series,2017,Semi-Auto,Diesel,bmw,58.9,2.0
 4 Series,2017,Semi-Auto,Diesel,bmw,60.1,2.0
 4 Series,2017,Semi-Auto,Diesel,bmw,65.7,2.0
 4 Series,2017,Semi-Auto,Petrol,bmw,41.5,3.0
 4 Series,2017,Semi-Auto,Petrol,bmw,45.6,2.0
 4 Series,2017,Semi-Auto,Petrol,bmw,48.7,2.0
 4 Series,2018,Automatic,Diesel,bmw,52.3,3.0
 4 Series,2018,Automatic,Diesel,bmw,55.4,3.0
 4 Series,2018,Automatic,Diesel,bmw,58.9,2.0
 4 Series,2018,Automatic,Diesel,bmw,65.7,2.0
 4 Series,2018,Automatic,Petrol,bmw,39.2,3.0
 4 Series,2018,Automatic,Petrol,bmw,41.5,3.0
 4 Series,2018,Automatic,Petrol,bmw,44.1,2.0
 4 Series,2018,Automatic,Petrol,bmw,44.8,2.0
 4 Series,2018,Automatic,Petrol,bmw,45.6,2.0
 4 Series,2018,Automatic,Petrol,bmw,48.7,2.0
 4 Series,2018,Manual,Diesel,bmw,62.8,2.0
 4 Series,2018,Manual,Petrol,bmw,36.7,3.0
 4 Series,2018,Manual,Petrol,bmw,42.8,2.0
 4 Series,2018,Manual,Petrol,bmw,43.5,2.0
 4 Series,2018,Manual,Petrol,bmw,46.3,2.0
 4 Series,2018,Semi-Auto,Diesel,bmw,49.6,3.0
 4 Series,2018,Semi-Auto,Diesel,bmw,50.4,3.0
 4 Series,2018,Semi-Auto,Diesel,bmw,51.4,3.0
 4 Series,2018,Semi-Auto,Diesel,bmw,52.3,3.0
 4 Series,2018,Semi-Auto,Diesel,bmw,55.4,3.0
 4 Series,2018,Semi-Auto,Diesel,bmw,58.9,2.0
 4 Series,2018,Semi-Auto,Diesel,bmw,60.1,2.0
 4 Series,2018,Semi-Auto,Diesel,bmw,65.7,2.0
 4 Series,2018,Semi-Auto,Petrol,bmw,41.5,3.0
 4 Series,2018,Semi-Auto,Petrol,bmw,44.1,2.0
 4 Series,2018,Semi-Auto,Petrol,bmw,45.6,2.0
 4 Series,2018,Semi-Auto,Petrol,bmw,48.7,2.0
 4 Series,2019,Automatic,Diesel,bmw,47.9,3.0
 4 Series,2019,Automatic,Diesel,bmw,49.6,3.0
 4 Series,2019,Automatic,Diesel,bmw,50.4,3.0
 4 Series,2019,Automatic,Diesel,bmw,51.4,3.0
 4 Series,2019,Automatic,Diesel,bmw,52.3,3.0
 4 Series,2019,Automatic,Diesel,bmw,53.3,3.0
 4 Series,2019,Automatic,Diesel,bmw,55.4,3.0
 4 Series,2019,Automatic,Diesel,bmw,58.9,2.0
 4 Series,2019,Automatic,Diesel,bmw,60.1,2.0
 4 Series,2019,Automatic,Diesel,bmw,65.7,2.0
 4 Series,2019,Automatic,Petrol,bmw,39.2,3.0
 4 Series,2019,Automatic,Petrol,bmw,41.5,3.0
 4 Series,2019,Automatic,Petrol,bmw,44.8,2.0
 4 Series,2019,Automatic,Petrol,bmw,45.6,2.0
 4 Series,2019,Automatic,Petrol,bmw,48.7,2.0
 4 Series,2019,Manual,Diesel,bmw,55.4,2.0
 4 Series,2019,Manual,Diesel,bmw,62.8,2.0
 4 Series,2019,Manual,Petrol,bmw,42.8,2.0
 4 Series,2019,Manual,Petrol,bmw,46.3,2.0
 4 Series,2019,Semi-Auto,Diesel,bmw,47.9,3.0
 4 Series,2019,Semi-Auto,Diesel,bmw,49.6,3.0
 4 Series,2019,Semi-Auto,Diesel,bmw,50.4,3.0
 4 Series,2019,Semi-Auto,Diesel,bmw,51.4,3.0
 4 Series,2019,Semi-Auto,Diesel,bmw,52.3,3.0
 4 Series,2019,Semi-Auto,Diesel,bmw,53.3,3.0
 4 Series,2019,Semi-Auto,Diesel,bmw,55.4,3.0
 4 Series,2019,Semi-Auto,Diesel,bmw,56.5,3.0
 4 Series,2019,Semi-Auto,Diesel,bmw,58.9,2.0
 4 Series,2019,Semi-Auto,Diesel,bmw,60.1,2.0
 4 Series,2019,Semi-Auto,Diesel,bmw,65.7,2.0
 4 Series,2019,Semi-Auto,Petrol,bmw,39.2,3.0
 4 Series,2019,Semi-Auto,Petrol,bmw,41.5,3.0
 4 Series,2019,Semi-Auto,Petrol,bmw,44.8,2.0
 4 Series,2019,Semi-Auto,Petrol,bmw,45.6,2.0
 4 Series,2019,Semi-Auto,Petrol,bmw,46.3,2.0
 4 Series,2019,Semi-Auto,Petrol,bmw,48.7,2.0
 4 Series,2020,Automatic,Petrol,bmw,48.7,2.0
 4 Series,2020,Manual,Diesel,bmw,62.8,2.0
 4 Series,2020,Manual,Petrol,bmw,46.3,2.0
 4 Series,2020,Semi-Auto,Diesel,bmw,47.9,3.0
 4 Series,2020,Semi-Auto,Diesel,bmw,49.6,3.0
 4 Series,2020,Semi-Auto,Diesel,bmw,50.4,3.0
 4 Series,2020,Semi-Auto,Diesel,bmw,51.4,3.0
 4 Series,2020,Semi-Auto,Diesel,bmw,52.3,3.0
 4 Series,2020,Semi-Auto,Diesel,bmw,55.4,3.0
 4 Series,2020,Semi-Auto,Diesel,bmw,58.9,2.0
 4 Series,2020,Semi-Auto,Diesel,bmw,60.1,2.0
 4 Series,2020,Semi-Auto,Diesel,bmw,65.7,2.0
 4 Series,2020,Semi-Auto,Petrol,bmw,39.2,3.0
 4 Series,2020,Semi-Auto,Petrol,bmw,41.5,3.0
 4 Series,2020,Semi-Auto,Petrol,bmw,44.8,2.0
 4 Series,2020,Semi-Auto,Petrol,bmw,45.6,2.0
 4 Series,2020,Semi-Auto,Petrol,bmw,48.7,2.0
 5 Series,1996,Automatic,Petrol,bmw,26.4,2.8
 5 Series,2000,Manual,Petrol,bmw,29.4,2.0
 5 Series,2002,Automatic,Petrol,bmw,23.7,3.5
 5 Series,2002,Automatic,Petrol,bmw,28.5,2.2
 5 Series,2003,Automatic,Petrol,bmw,26.4,3.0
 5 Series,2004,Automatic,Petrol,bmw,26.6,4.4
 5 Series,2006,Automatic,Petrol,bmw,29.7,2.5
 5 Series,2007,Automatic,Diesel,bmw,35.8,2.5
 5 Series,2007,Manual,Diesel,bmw,46.3,2.0
 5 Series,2008,Automatic,Diesel,bmw,50.4,2.0
 5 Series,2008,Automatic,Petrol,bmw,37.7,2.5
 5 Series,2009,Automatic,Diesel,bmw,50.4,2.0
 5 Series,2010,Automatic,Diesel,bmw,43.5,3.0
 5 Series,2010,Automatic,Diesel,bmw,46.3,3.0
 5 Series,2010,Automatic,Diesel,bmw,53.3,2.0
 5 Series,2010,Automatic,Diesel,bmw,54.3,2.0
 5 Series,2010,Automatic,Petrol,bmw,27.2,4.4
 5 Series,2010,Manual,Diesel,bmw,55.4,2.0
 5 Series,2011,Automatic,Diesel,bmw,50.4,3.0
 5 Series,2011,Automatic,Diesel,bmw,53.3,2.0
 5 Series,2011,Automatic,Diesel,bmw,54.3,2.0
 5 Series,2012,Automatic,Diesel,bmw,43.5,3.0
 5 Series,2012,Automatic,Diesel,bmw,49.6,3.0
 5 Series,2012,Automatic,Diesel,bmw,50.4,3.0
 5 Series,2012,Automatic,Diesel,bmw,51.4,3.0
 5 Series,2012,Automatic,Diesel,bmw,57.6,2.0
 5 Series,2012,Automatic,Diesel,bmw,60.1,2.0
 5 Series,2012,Manual,Diesel,bmw,57.6,2.0
 5 Series,2012,Manual,Diesel,bmw,62.8,2.0
 5 Series,2013,Automatic,Diesel,bmw,48.7,3.0
 5 Series,2013,Automatic,Diesel,bmw,51.4,2.0
 5 Series,2013,Automatic,Diesel,bmw,55.4,2.0
 5 Series,2013,Automatic,Diesel,bmw,57.6,2.0
 5 Series,2013,Automatic,Diesel,bmw,60.1,2.0
 5 Series,2013,Automatic,Hybrid,bmw,40.4,3.0
 5 Series,2013,Automatic,Petrol,bmw,43.5,2.0
 5 Series,2013,Manual,Diesel,bmw,55.4,2.0
 5 Series,2013,Manual,Diesel,bmw,58.9,2.0
 5 Series,2013,Manual,Diesel,bmw,62.8,2.0
 5 Series,2013,Semi-Auto,Diesel,bmw,47.9,3.0
 5 Series,2013,Semi-Auto,Diesel,bmw,55.4,2.0
 5 Series,2013,Semi-Auto,Diesel,bmw,56.5,2.0
 5 Series,2013,Semi-Auto,Diesel,bmw,57.6,2.0
 5 Series,2013,Semi-Auto,Diesel,bmw,60.1,2.0
 5 Series,2014,Automatic,Diesel,bmw,48.7,3.0
 5 Series,2014,Automatic,Diesel,bmw,51.4,3.0
 5 Series,2014,Automatic,Diesel,bmw,53.3,3.0
 5 Series,2014,Automatic,Diesel,bmw,55.4,2.0
 5 Series,2014,Automatic,Diesel,bmw,57.6,2.0
 5 Series,2014,Automatic,Diesel,bmw,60.1,2.0
 5 Series,2014,Automatic,Diesel,bmw,62.8,2.0
 5 Series,2014,Automatic,Diesel,bmw,68.9,2.0
 5 Series,2014,Manual,Diesel,bmw,57.6,2.0
 5 Series,2014,Semi-Auto,Diesel,bmw,47.9,3.0
 5 Series,2014,Semi-Auto,Diesel,bmw,51.4,3.0
 5 Series,2014,Semi-Auto,Diesel,bmw,55.4,3.0
 5 Series,2014,Semi-Auto,Diesel,bmw,57.6,2.0
 5 Series,2014,Semi-Auto,Diesel,bmw,60.1,2.0
 5 Series,2014,Semi-Auto,Diesel,bmw,62.8,2.0
 5 Series,2015,Automatic,Diesel,bmw,49.6,3.0
 5 Series,2015,Automatic,Diesel,bmw,50.4,3.0
 5 Series,2015,Automatic,Diesel,bmw,51.4,3.0
 5 Series,2015,Automatic,Diesel,bmw,52.3,3.0
 5 Series,2015,Automatic,Diesel,bmw,53.3,3.0
 5 Series,2015,Automatic,Diesel,bmw,56.5,2.0
 5 Series,2015,Automatic,Diesel,bmw,60.1,2.0
 5 Series,2015,Automatic,Diesel,bmw,62.8,2.0
 5 Series,2015,Automatic,Diesel,bmw,68.9,2.0
 5 Series,2015,Automatic,Petrol,bmw,43.5,2.0
 5 Series,2015,Manual,Diesel,bmw,52.3,2.0
 5 Series,2015,Manual,Diesel,bmw,58.9,2.0
 5 Series,2015,Manual,Diesel,bmw,60.1,2.0
 5 Series,2015,Manual,Diesel,bmw,61.4,2.0
 5 Series,2015,Manual,Diesel,bmw,62.8,2.0
 5 Series,2015,Manual,Diesel,bmw,65.7,2.0
 5 Series,2015,Semi-Auto,Diesel,bmw,48.7,3.0
 5 Series,2015,Semi-Auto,Diesel,bmw,49.6,3.0
 5 Series,2015,Semi-Auto,Diesel,bmw,50.4,3.0
 5 Series,2015,Semi-Auto,Diesel,bmw,51.4,3.0
 5 Series,2015,Semi-Auto,Diesel,bmw,53.3,3.0
 5 Series,2015,Semi-Auto,Diesel,bmw,60.1,2.0
 5 Series,2015,Semi-Auto,Diesel,bmw,62.8,2.0
 5 Series,2015,Semi-Auto,Diesel,bmw,68.9,2.0
 5 Series,2015,Semi-Auto,Petrol,bmw,46.3,2.0
 5 Series,2016,Automatic,Diesel,bmw,50.4,3.0
 5 Series,2016,Automatic,Diesel,bmw,51.4,3.0
 5 Series,2016,Automatic,Diesel,bmw,53.3,3.0
 5 Series,2016,Automatic,Diesel,bmw,56.5,2.0
 5 Series,2016,Automatic,Diesel,bmw,60.1,2.0
 5 Series,2016,Automatic,Diesel,bmw,62.8,2.0
 5 Series,2016,Automatic,Diesel,bmw,65.7,2.0
 5 Series,2016,Automatic,Diesel,bmw,67.3,2.0
 5 Series,2016,Automatic,Diesel,bmw,68.9,2.0
 5 Series,2016,Automatic,Petrol,bmw,28.5,4.4
 5 Series,2016,Automatic,Petrol,bmw,44.8,2.0
 5 Series,2016,Manual,Diesel,bmw,58.9,2.0
 5 Series,2016,Manual,Diesel,bmw,60.1,2.0
 5 Series,2016,Manual,Diesel,bmw,62.8,2.0
 5 Series,2016,Manual,Diesel,bmw,65.7,2.0
 5 Series,2016,Semi-Auto,Diesel,bmw,47.9,3.0
 5 Series,2016,Semi-Auto,Diesel,bmw,50.4,3.0
 5 Series,2016,Semi-Auto,Diesel,bmw,51.4,2.0
 5 Series,2016,Semi-Auto,Diesel,bmw,55.4,3.0
 5 Series,2016,Semi-Auto,Diesel,bmw,60.1,2.0
 5 Series,2016,Semi-Auto,Diesel,bmw,62.8,2.0
 5 Series,2016,Semi-Auto,Diesel,bmw,65.7,2.0
 5 Series,2016,Semi-Auto,Diesel,bmw,68.9,2.0
 5 Series,2016,Semi-Auto,Petrol,bmw,37.7,3.0
 5 Series,2016,Semi-Auto,Petrol,bmw,43.5,2.0
 5 Series,2016,Semi-Auto,Petrol,bmw,47.1,2.0
 5 Series,2017,Automatic,Diesel,bmw,47.9,3.0
 5 Series,2017,Automatic,Diesel,bmw,53.3,3.0
 5 Series,2017,Automatic,Diesel,bmw,55.4,2.0
 5 Series,2017,Automatic,Diesel,bmw,56.5,3.0
 5 Series,2017,Automatic,Diesel,bmw,57.7,2.0
 5 Series,2017,Automatic,Diesel,bmw,60.1,2.0
 5 Series,2017,Automatic,Diesel,bmw,62.8,2.0
 5 Series,2017,Automatic,Diesel,bmw,65.7,2.0
 5 Series,2017,Automatic,Diesel,bmw,68.9,2.0
 5 Series,2017,Automatic,Hybrid,bmw,156.9,2.0
 5 Series,2017,Automatic,Petrol,bmw,39.2,3.0
 5 Series,2017,Automatic,Petrol,bmw,48.7,2.0
 5 Series,2017,Semi-Auto,Diesel,bmw,51.4,3.0
 5 Series,2017,Semi-Auto,Diesel,bmw,53.3,3.0
 5 Series,2017,Semi-Auto,Diesel,bmw,56.5,3.0
 5 Series,2017,Semi-Auto,Diesel,bmw,60.1,2.0
 5 Series,2017,Semi-Auto,Diesel,bmw,62.8,2.0
 5 Series,2017,Semi-Auto,Diesel,bmw,64.2,2.0
 5 Series,2017,Semi-Auto,Diesel,bmw,65.7,2.0
 5 Series,2017,Semi-Auto,Diesel,bmw,68.9,2.0
 5 Series,2017,Semi-Auto,Hybrid,bmw,156.9,2.0
 5 Series,2017,Semi-Auto,Petrol,bmw,37.7,3.0
 5 Series,2017,Semi-Auto,Petrol,bmw,39.2,3.0
 5 Series,2017,Semi-Auto,Petrol,bmw,48.7,2.0
 5 Series,2018,Automatic,Diesel,bmw,51.4,3.0
 5 Series,2018,Automatic,Diesel,bmw,53.3,3.0
 5 Series,2018,Automatic,Diesel,bmw,60.1,3.0
 5 Series,2018,Automatic,Diesel,bmw,62.8,2.0
 5 Series,2018,Automatic,Diesel,bmw,65.7,2.0
 5 Series,2018,Automatic,Diesel,bmw,68.9,2.0
 5 Series,2018,Automatic,Hybrid,bmw,156.9,2.0
 5 Series,2018,Automatic,Other,bmw,156.9,2.0
 5 Series,2018,Automatic,Petrol,bmw,29.1,3.0
 5 Series,2018,Automatic,Petrol,bmw,37.7,3.0
 5 Series,2018,Automatic,Petrol,bmw,39.2,3.0
 5 Series,2018,Automatic,Petrol,bmw,50.4,2.0
 5 Series,2018,Semi-Auto,Diesel,bmw,45.6,2.0
 5 Series,2018,Semi-Auto,Diesel,bmw,46.3,2.0
 5 Series,2018,Semi-Auto,Diesel,bmw,48.7,2.0
 5 Series,2018,Semi-Auto,Diesel,bmw,49.6,2.0
 5 Series,2018,Semi-Auto,Diesel,bmw,51.4,3.0
 5 Series,2018,Semi-Auto,Diesel,bmw,53.3,3.0
 5 Series,2018,Semi-Auto,Diesel,bmw,56.5,3.0
 5 Series,2018,Semi-Auto,Diesel,bmw,60.1,3.0
 5 Series,2018,Semi-Auto,Diesel,bmw,62.8,2.0
 5 Series,2018,Semi-Auto,Diesel,bmw,65.7,2.0
 5 Series,2018,Semi-Auto,Diesel,bmw,68.9,2.0
 5 Series,2018,Semi-Auto,Diesel,bmw,72.4,2.0
 5 Series,2018,Semi-Auto,Hybrid,bmw,156.9,2.0
 5 Series,2018,Semi-Auto,Petrol,bmw,37.7,2.0
 5 Series,2018,Semi-Auto,Petrol,bmw,39.2,3.0
 5 Series,2019,Automatic,Diesel,bmw,49.6,2.0
 5 Series,2019,Automatic,Diesel,bmw,51.4,3.0
 5 Series,2019,Automatic,Diesel,bmw,53.3,3.0
 5 Series,2019,Automatic,Diesel,bmw,55.4,2.0
 5 Series,2019,Automatic,Diesel,bmw,60.1,3.0
 5 Series,2019,Automatic,Diesel,bmw,62.8,2.0
 5 Series,2019,Automatic,Diesel,bmw,65.7,2.0
 5 Series,2019,Automatic,Hybrid,bmw,49.6,2.0
 5 Series,2019,Automatic,Hybrid,bmw,141.3,2.0
 5 Series,2019,Automatic,Hybrid,bmw,156.9,2.0
 5 Series,2019,Automatic,Petrol,bmw,29.1,3.0
 5 Series,2019,Automatic,Petrol,bmw,36.2,2.0
 5 Series,2019,Automatic,Petrol,bmw,39.2,3.0
 5 Series,2019,Automatic,Petrol,bmw,46.3,2.0
 5 Series,2019,Automatic,Petrol,bmw,47.9,2.0
 5 Series,2019,Automatic,Petrol,bmw,48.7,2.0
 5 Series,2019,Automatic,Petrol,bmw,50.4,2.0
 5 Series,2019,Semi-Auto,Diesel,bmw,51.4,3.0
 5 Series,2019,Semi-Auto,Diesel,bmw,53.3,3.0
 5 Series,2019,Semi-Auto,Diesel,bmw,55.4,2.0
 5 Series,2019,Semi-Auto,Diesel,bmw,56.5,3.0
 5 Series,2019,Semi-Auto,Diesel,bmw,60.1,2.0
 5 Series,2019,Semi-Auto,Diesel,bmw,62.8,2.0
 5 Series,2019,Semi-Auto,Diesel,bmw,65.7,2.0
 5 Series,2019,Semi-Auto,Hybrid,bmw,49.6,2.0
 5 Series,2019,Semi-Auto,Hybrid,bmw,60.1,2.0
 5 Series,2019,Semi-Auto,Hybrid,bmw,62.8,2.0
 5 Series,2019,Semi-Auto,Hybrid,bmw,156.9,2.0
 5 Series,2019,Semi-Auto,Petrol,bmw,36.2,2.0
 5 Series,2019,Semi-Auto,Petrol,bmw,37.7,3.0
 5 Series,2019,Semi-Auto,Petrol,bmw,39.2,3.0
 5 Series,2019,Semi-Auto,Petrol,bmw,46.3,2.0
 5 Series,2019,Semi-Auto,Petrol,bmw,47.9,2.0
 5 Series,2019,Semi-Auto,Petrol,bmw,48.7,2.0
 5 Series,2019,Semi-Auto,Petrol,bmw,50.4,2.0
 5 Series,2020,Automatic,Diesel,bmw,44.8,2.0
 5 Series,2020,Automatic,Diesel,bmw,52.3,2.0
 5 Series,2020,Automatic,Diesel,bmw,60.1,3.0
 5 Series,2020,Automatic,Hybrid,bmw,62.8,2.0
 5 Series,2020,Automatic,Hybrid,bmw,156.9,2.0
 5 Series,2020,Semi-Auto,Diesel,bmw,53.3,3.0
 5 Series,2020,Semi-Auto,Diesel,bmw,55.4,2.0
 5 Series,2020,Semi-Auto,Diesel,bmw,56.5,3.0
 5 Series,2020,Semi-Auto,Diesel,bmw,60.1,3.0
 5 Series,2020,Semi-Auto,Diesel,bmw,62.8,2.0
 5 Series,2020,Semi-Auto,Diesel,bmw,65.7,2.0
 5 Series,2020,Semi-Auto,Hybrid,bmw,44.8,2.0
 5 Series,2020,Semi-Auto,Hybrid,bmw,47.9,2.0
 5 Series,2020,Semi-Auto,Hybrid,bmw,49.6,2.0
 5 Series,2020,Semi-Auto,Hybrid,bmw,52.3,2.0
 5 Series,2020,Semi-Auto,Hybrid,bmw,55.4,2.0
 5 Series,2020,Semi-Auto,Hybrid,bmw,60.1,2.0
 5 Series,2020,Semi-Auto,Hybrid,bmw,62.8,2.0
 5 Series,2020,Semi-Auto,Hybrid,bmw,156.9,2.0
 5 Series,2020,Semi-Auto,Petrol,bmw,36.2,2.0
 5 Series,2020,Semi-Auto,Petrol,bmw,39.2,3.0
 5 Series,2020,Semi-Auto,Petrol,bmw,46.3,2.0
 5 Series,2020,Semi-Auto,Petrol,bmw,48.7,2.0
 5 Series,2020,Semi-Auto,Petrol,bmw,50.4,2.0
 5 Series,2020,Semi-Auto,Petrol,bmw,52.3,2.0
 6 Series,2005,Automatic,Petrol,bmw,24.6,4.4
 6 Series,2006,Automatic,Petrol,bmw,29.7,3.0
 6 Series,2008,Automatic,Diesel,bmw,39.2,3.0
 6 Series,2008,Automatic,Diesel,bmw,40.9,3.0
 6 Series,2008,Semi-Auto,Diesel,bmw,40.9,3.0
 6 Series,2010,Automatic,Diesel,bmw,40.9,3.0
 6 Series,2012,Automatic,Diesel,bmw,51.4,3.0
 6 Series,2013,Automatic,Diesel,bmw,49.6,3.0
 6 Series,2013,Automatic,Diesel,bmw,51.4,3.0
 6 Series,2013,Semi-Auto,Diesel,bmw,51.4,3.0
 6 Series,2014,Automatic,Diesel,bmw,49.6,3.0
 6 Series,2014,Automatic,Diesel,bmw,50.4,3.0
 6 Series,2014,Semi-Auto,Diesel,bmw,49.6,3.0
 6 Series,2014,Semi-Auto,Diesel,bmw,51.4,3.0
 6 Series,2015,Automatic,Diesel,bmw,49.6,3.0
 6 Series,2015,Automatic,Diesel,bmw,51.4,3.0
 6 Series,2015,Automatic,Petrol,bmw,28.5,4.4
 6 Series,2015,Automatic,Petrol,bmw,36.2,3.0
 6 Series,2015,Semi-Auto,Diesel,bmw,49.6,3.0
 6 Series,2016,Automatic,Diesel,bmw,49.6,3.0
 6 Series,2016,Automatic,Diesel,bmw,51.4,3.0
 6 Series,2016,Automatic,Petrol,bmw,32.1,4.4
 6 Series,2016,Automatic,Petrol,bmw,37.2,3.0
 6 Series,2016,Semi-Auto,Diesel,bmw,49.6,3.0
 6 Series,2016,Semi-Auto,Diesel,bmw,51.4,3.0
 6 Series,2016,Semi-Auto,Petrol,bmw,35.8,3.0
 6 Series,2016,Semi-Auto,Petrol,bmw,36.7,3.0
 6 Series,2017,Automatic,Diesel,bmw,48.7,3.0
 6 Series,2017,Automatic,Diesel,bmw,49.6,3.0
 6 Series,2017,Automatic,Diesel,bmw,51.4,3.0
 6 Series,2017,Automatic,Petrol,bmw,31.0,4.4
 6 Series,2017,Automatic,Petrol,bmw,32.1,4.4
 6 Series,2017,Automatic,Petrol,bmw,36.7,3.0
 6 Series,2017,Semi-Auto,Diesel,bmw,48.7,3.0
 6 Series,2017,Semi-Auto,Diesel,bmw,49.6,3.0
